#                                                                 --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name          accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#  ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
UniRef50_A0A1Q9EEX7    -          YP_009664532.1       -            5.3e-59  210.6 245.7   1.4e+02   13.7   2.4  29.2   1   1  31  32  32  32   0 Uncharacterized protein n=1 Tax=Symbiodinium microadriaticum TaxID=2951 RepID=A0A1Q9EEX7_SYMMI
UniRef50_A0A7V4YXH5    -          YP_009664521.1       -              0.071   24.3  11.2       0.1   23.8  11.2   1.2   1   0   0   1   1   1   0 DUF1624 domain-containing protein (Fragment) n=1 Tax=Bacteroidetes bacterium TaxID=1898104 RepID=A0A7V4YXH5_9BACT
UniRef50_A0A1W9Q9M1    -          YP_009664521.1       -              0.072   24.3   7.4     0.072   24.3   7.4   2.0   1   1   0   1   1   1   0 DUF1624 domain-containing protein n=1 Tax=Sorangiineae bacterium NIC37A_2 TaxID=1970199 RepID=A0A1W9Q9M1_9DELT
UniRef50_A0A2Y8SHV4    -          YP_009664521.1       -              0.072   24.3   0.1     0.074   24.2   0.1   1.0   1   0   0   1   1   1   0 IncF transfer acetylation protein TraX n=15 Tax=Enterobacteriaceae TaxID=543 RepID=A0A2Y8SHV4_ECOLX
UniRef50_A0A2E2VEV9    -          YP_009664521.1       -              0.072   24.3  18.1      0.17   23.0  17.2   2.2   1   1   0   1   1   1   0 DUF1624 domain-containing protein n=11 Tax=Archaea TaxID=2157 RepID=A0A2E2VEV9_9EURY
UniRef50_A0A6J8A3Q1    -          YP_009664521.1       -              0.073   24.3   8.3   1.3e+03   10.3   0.6   3.5   1   1   3   4   4   4   0 Uncharacterized protein n=1 Tax=Mytilus coruscus TaxID=42192 RepID=A0A6J8A3Q1_MYTCO
UniRef50_A0A7H1LF08    -          YP_009664521.1       -              0.077   24.2   0.3     0.079   24.2   0.3   1.0   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Lactobacillus kefiranofaciens TaxID=267818 RepID=A0A7H1LF08_9LACO
UniRef50_A0A2D5ZGV5    -          YP_009664521.1       -              0.079   24.2  16.9     0.093   23.9  16.9   1.1   1   0   0   1   1   1   0 DUF1624 domain-containing protein n=2 Tax=Bacteria TaxID=2 RepID=A0A2D5ZGV5_9BACT
UniRef50_UPI001A96E4A5 -          YP_009664521.1       -               0.08   24.1   7.9       4.6   18.4   4.7   2.3   2   0   0   2   2   2   0 O-antigen ligase family protein n=1 Tax=Pedobacter sp. SYSU D00535 TaxID=2810308 RepID=UPI001A96E4A5
UniRef50_S0RUX2        -          YP_009664521.1       -              0.085   24.1   8.9     0.085   24.1   8.9   1.5   2   0   0   2   2   1   0 Acyl_transf_3 domain-containing protein n=2 Tax=Enterococcus avium TaxID=33945 RepID=S0RUX2_ENTAV
UniRef50_A0A7Y2PI84    -          YP_009664521.1       -              0.086   24.0   5.6      0.15   23.3   5.6   1.3   1   1   0   1   1   1   0 DUF1624 domain-containing protein (Fragment) n=2 Tax=Proteobacteria TaxID=1224 RepID=A0A7Y2PI84_9PSED
UniRef50_A0A316EG66    -          YP_009664521.1       -              0.087   24.0  19.2        19   16.4   0.5   2.3   2   0   0   2   2   2   0 Peptidoglycan/LPS O-acetylase OafA/YrhL n=3 Tax=Micromonosporaceae TaxID=28056 RepID=A0A316EG66_9ACTN
UniRef50_U2WK36        -          YP_009664521.1       -              0.087   24.0   0.1       0.1   23.8   0.1   1.1   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Leptotrichia sp. oral taxon 225 str. F0581 TaxID=1321774 RepID=U2WK36_9FUSO
UniRef50_F3USQ5        -          YP_009664521.1       -              0.089   24.0   0.9     0.095   23.9   0.9   1.0   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Streptococcus sanguinis SK355 TaxID=888816 RepID=F3USQ5_STRSA
UniRef50_A0A2V7IA10    -          YP_009664521.1       -               0.09   24.0  14.5      0.09   24.0  14.5   2.7   1   1   1   2   2   1   0 DUF1624 domain-containing protein n=5 Tax=unclassified Candidatus Rokubacteria TaxID=2760815 RepID=A0A2V7IA10_9BACT
UniRef50_UPI0019308CA5 -          YP_009664521.1       -              0.097   23.9  10.4      0.15   23.2  10.4   1.3   1   1   0   1   1   1   0 DUF1624 domain-containing protein n=1 Tax=Pedobacter agri TaxID=454586 RepID=UPI0019308CA5
UniRef50_A0A1P8VQS9    -          YP_009664521.1       -                0.1   23.8   1.9      0.12   23.5   1.9   1.0   1   0   0   1   1   1   0 Cps2L n=8 Tax=Streptococcus suis TaxID=1307 RepID=A0A1P8VQS9_STRSU
UniRef50_UPI00106D4388 -          YP_009664521.1       -                0.1   23.8   0.5      0.13   23.4   0.6   1.3   1   1   0   1   1   1   0 DUF1624 domain-containing protein n=1 Tax=Pseudomonas aeruginosa TaxID=287 RepID=UPI00106D4388
UniRef50_A0A316ZHI1    -          YP_009664521.1       -                0.1   23.8   0.7       0.1   23.8   0.7   2.8   2   1   0   2   2   1   0 Uncharacterized protein n=1 Tax=Tilletiopsis washingtonensis TaxID=58919 RepID=A0A316ZHI1_9BASI
UniRef50_J4W8M6        -          YP_009664521.1       -                0.1   23.8   0.5       0.1   23.8   0.5   2.8   2   1   0   2   2   1   0 Uncharacterized protein n=9 Tax=Cordycipitaceae TaxID=474943 RepID=J4W8M6_BEAB2
UniRef50_A0A7X9GG39    -          YP_009664521.1       -               0.11   23.7   1.2      0.11   23.7   1.2   1.0   1   0   0   1   1   1   0 ABC transporter permease n=1 Tax=Bifidobacterium sp. TaxID=41200 RepID=A0A7X9GG39_9BIFI
UniRef50_A0A1I4DF01    -          YP_009664521.1       -               0.11   23.7  19.8        89   14.2  19.8   2.7   1   1   0   1   1   1   0 DUF1624 domain-containing protein n=3 Tax=Lachnospiraceae TaxID=186803 RepID=A0A1I4DF01_9FIRM
UniRef50_A0A2V4DDT8    -          YP_009664521.1       -               0.11   23.7  15.4      0.11   23.7  15.4   2.2   1   1   1   2   2   1   0 DUF1624 domain-containing protein n=6 Tax=Archaea TaxID=2157 RepID=A0A2V4DDT8_9EURY
UniRef50_UPI0011AEECFA -          YP_009664521.1       -               0.11   23.7   4.0      0.12   23.6   4.0   1.0   1   0   0   1   1   1   0 hypothetical protein n=1 Tax=Paenibacillus castaneae TaxID=474957 RepID=UPI0011AEECFA
UniRef50_A0A7T9ECQ6    -          YP_009664521.1       -               0.11   23.6   1.9      0.11   23.6   1.9   2.4   2   1   0   2   2   1   0 DUF1624 domain-containing protein n=1 Tax=Fibrobacteres bacterium TaxID=2052160 RepID=A0A7T9ECQ6_9BACT
UniRef50_A0A1X7QKK3    -          YP_009664521.1       -               0.12   23.6   0.4      0.13   23.4   0.4   1.0   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Latilactobacillus curvatus TaxID=28038 RepID=A0A1X7QKK3_LATCU
UniRef50_A0A7Y5IWK8    -          YP_009664521.1       -               0.12   23.6   1.8      0.12   23.6   1.8   2.5   3   0   0   3   3   1   0 Uncharacterized protein n=1 Tax=Candidatus Omnitrophica bacterium TaxID=2035772 RepID=A0A7Y5IWK8_9BACT
UniRef50_W1YJC5        -          YP_009664521.1       -               0.12   23.5   0.2      0.12   23.5   0.2   1.0   1   0   0   1   1   1   0 Protein traX (Fragment) n=1 Tax=human gut metagenome TaxID=408170 RepID=W1YJC5_9ZZZZ
UniRef50_C0CRJ4        -          YP_009664521.1       -               0.13   23.5   3.1      0.16   23.1   3.1   1.2   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Blautia hydrogenotrophica (strain DSM 10507 / JCM 14656 / S5a33) TaxID=476272 RepID=C0CRJ4_BLAHS
UniRef50_A0A354YFJ6    -          YP_009664521.1       -               0.13   23.4   3.5      0.16   23.2   3.5   1.1   1   0   0   1   1   1   0 DUF1624 domain-containing protein (Fragment) n=2 Tax=Xanthomonadaceae TaxID=32033 RepID=A0A354YFJ6_9GAMM
UniRef50_A0A1G9K8R8    -          YP_009664521.1       -               0.13   23.4  12.4      0.13   23.4  12.4   2.1   1   1   1   2   2   1   0 DUF1624 domain-containing protein n=2 Tax=Eubacteriales TaxID=186802 RepID=A0A1G9K8R8_9FIRM
UniRef50_A0A6B3UPQ1    -          YP_009664521.1       -               0.13   23.4   8.1      0.13   23.4   8.1   2.5   1   1   1   2   2   1   0 DUF1624 domain-containing protein n=2 Tax=unclassified Caulobacter TaxID=2648921 RepID=A0A6B3UPQ1_9CAUL
UniRef50_A0A1E5L543    -          YP_009664521.1       -               0.14   23.4  26.5      0.18   23.0  26.5   1.2   1   0   0   1   1   1   0 DUF1624 domain-containing protein n=1 Tax=Desulfuribacillus stibiiarsenatis TaxID=1390249 RepID=A0A1E5L543_9BACL
UniRef50_A0A355WDV4    -          YP_009664521.1       -               0.14   23.4  17.1      0.22   22.7  17.1   1.4   1   1   0   1   1   1   0 DUF1624 domain-containing protein n=2 Tax=Clostridiaceae bacterium TaxID=1898204 RepID=A0A355WDV4_9CLOT
UniRef50_A0A3B9YNT8    -          YP_009664521.1       -               0.14   23.3   2.1      0.14   23.3   2.1   2.5   2   1   1   3   3   1   0 Uncharacterized protein n=1 Tax=Elusimicrobia bacterium TaxID=2030800 RepID=A0A3B9YNT8_9BACT
UniRef50_UPI0014438F34 -          YP_009664521.1       -               0.15   23.3   4.9      0.15   23.2   4.9   1.0   1   0   0   1   1   1   0 hypothetical protein n=1 Tax=Acinetobacter johnsonii TaxID=40214 RepID=UPI0014438F34
UniRef50_A0A7R8GC82    -          YP_009664521.1       -               0.16   23.2  15.9      0.16   23.2  15.9   2.4   1   1   0   1   1   1   0 Uncharacterized protein n=1 Tax=Bryobacterales bacterium F-183 TaxID=2802972 RepID=A0A7R8GC82_9BACT
UniRef50_A0A2E8JUM9    -          YP_009664521.1       -               0.16   23.2   1.8      0.16   23.2   1.8   2.3   1   1   0   2   2   1   0 DUF1624 domain-containing protein n=3 Tax=Archaea TaxID=2157 RepID=A0A2E8JUM9_9EURY
UniRef50_UPI0005E8FED1 -          YP_009664521.1       -               0.16   23.1   1.5      0.19   22.9   1.5   1.1   1   0   0   1   1   1   0 acyltransferase family protein n=1 Tax=Yersinia aldovae TaxID=29483 RepID=UPI0005E8FED1
UniRef50_UPI000C9B9AC9 -          YP_009664521.1       -               0.16   23.1   1.2      0.22   22.7   1.2   1.1   1   0   0   1   1   1   0 hypothetical protein n=1 Tax=Enterococcus avium TaxID=33945 RepID=UPI000C9B9AC9
UniRef50_UPI0012395108 -          YP_009664521.1       -               0.16   23.1   0.7      0.18   23.0   0.7   1.0   1   0   0   1   1   1   0 hypothetical protein n=1 Tax=Bifidobacterium rousetti TaxID=2045439 RepID=UPI0012395108
UniRef50_A0A0G0PGM1    -          YP_009664521.1       -               0.17   23.1  20.3      0.17   23.1  20.3   2.4   1   1   1   2   2   1   0 Uncharacterized protein n=2 Tax=Bacteria candidate phyla TaxID=1783234 RepID=A0A0G0PGM1_9BACT
UniRef50_A0A3C1EK26    -          YP_009664521.1       -               0.17   23.1   4.7      0.17   23.1   4.7   3.0   2   1   1   3   3   2   0 Uncharacterized protein n=1 Tax=Elusimicrobia bacterium TaxID=2030800 RepID=A0A3C1EK26_9BACT
UniRef50_A0A1M6X6I4    -          YP_009664521.1       -               0.18   23.0  17.5      0.27   22.4  17.5   1.3   1   1   0   1   1   1   0 Uncharacterized membrane protein n=2 Tax=Desulfotomaculum aeronauticum TaxID=53343 RepID=A0A1M6X6I4_9FIRM
UniRef50_A0A3N5LU90    -          YP_009664521.1       -               0.19   22.9  15.4      0.31   22.2  15.3   1.5   1   1   0   1   1   1   0 DUF1624 domain-containing protein (Fragment) n=1 Tax=Acidobacteria bacterium TaxID=1978231 RepID=A0A3N5LU90_9BACT
UniRef50_A0A2X1PQ91    -          YP_009664521.1       -               0.19   22.9   0.8      0.26   22.5   0.8   1.2   1   0   0   1   1   1   0 F pilin acetylase n=1 Tax=Escherichia coli TaxID=562 RepID=A0A2X1PQ91_ECOLX
UniRef50_A0A0D2YBJ5    -          YP_009664521.1       -               0.19   22.9   3.1      0.28   22.3   3.1   1.3   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936) TaxID=426428 RepID=A0A0D2YBJ5_FUSO4
UniRef50_A0A7X7MXP5    -          YP_009664521.1       -               0.19   22.9  25.0       3.8   18.7  13.1   3.0   2   1   1   3   3   2   0 DUF2029 domain-containing protein (Fragment) n=1 Tax=Clostridia bacterium TaxID=2044939 RepID=A0A7X7MXP5_9FIRM
UniRef50_A0A244C019    -          YP_009664521.1       -               0.19   22.9   8.4      0.49   21.6   8.4   1.7   1   1   0   1   1   1   0 DUF1624 domain-containing protein (Fragment) n=1 Tax=bacterium AM6 TaxID=1954209 RepID=A0A244C019_9BACT
UniRef50_A0A7C7UVD7    -          YP_009664521.1       -                0.2   22.9   1.3       0.2   22.9   1.3   2.8   1   1   0   2   2   1   0 DUF1624 domain-containing protein n=1 Tax=Anaerolineae bacterium TaxID=2052143 RepID=A0A7C7UVD7_9CHLR
UniRef50_A0A2G4KDN0    -          YP_009664521.1       -               0.21   22.8  11.2      0.21   22.8  11.2   2.4   2   0   0   2   2   1   0 DUF1624 domain-containing protein n=9 Tax=Bacteria TaxID=2 RepID=A0A2G4KDN0_9CAUL
UniRef50_A0A351V9P7    -          YP_009664521.1       -               0.21   22.8   6.1      0.22   22.7   6.1   1.1   1   0   0   1   1   1   0 Conjugal transfer protein TraX (Fragment) n=1 Tax=Lachnospiraceae bacterium TaxID=1898203 RepID=A0A351V9P7_9FIRM
UniRef50_UPI00196811E7 -          YP_009664521.1       -               0.21   22.8   1.7      0.23   22.6   1.7   1.1   1   0   0   1   1   1   0 hypothetical protein n=1 Tax=Cohnella algarum TaxID=2044859 RepID=UPI00196811E7
UniRef50_A0A3D1B0M2    -          YP_009664521.1       -               0.21   22.8   3.2      0.24   22.6   3.2   1.3   1   1   0   1   1   1   0 Uncharacterized protein (Fragment) n=1 Tax=Bryobacterales bacterium TaxID=2026791 RepID=A0A3D1B0M2_9BACT
UniRef50_A0A7I9AWY5    -          YP_009664521.1       -               0.21   22.8   5.0      0.28   22.3   5.0   1.2   1   0   0   1   1   1   0 Conjugal transfer protein TraK,type-F conjugative transfer system pilin acetylase TraX,TraX protein n=7 Tax=Enterobacteriaceae TaxID=543 RepID=A0A7I9AWY5_ECOLX
UniRef50_A0A3E0B8L4    -          YP_009664521.1       -               0.24   22.6   2.1      0.33   22.1   2.1   1.3   1   0   0   1   1   1   0 Uncharacterized protein DUF1624 n=2 Tax=Archangium gephyra TaxID=48 RepID=A0A3E0B8L4_9DELT
UniRef50_A0A086T7X6    -          YP_009664521.1       -               0.24   22.6   1.3      0.24   22.6   1.3   3.0   2   1   0   2   2   1   0 Uncharacterized protein n=1 Tax=Acremonium chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137) TaxID=857340 RepID=A0A086T7X6_ACRC1
UniRef50_I2BET0        -          YP_009664521.1       -               0.24   22.6  20.1      0.45   21.7   8.8   2.4   1   1   1   2   2   2   0 Conserved hypothetical membrane protein n=1 Tax=Shimwellia blattae (strain ATCC 29907 / DSM 4481 / JCM 1650 / NBRC 105725 / CDC 9005-74) TaxID=630626 RepID=I2BET0_SHIBC
UniRef50_A0A4V0H0R4    -          YP_009664521.1       -               0.25   22.5   0.3      0.27   22.4   0.3   1.1   1   0   0   1   1   1   0 Uncharacterized protein n=1 Tax=Streptococcus porcinus TaxID=1340 RepID=A0A4V0H0R4_STRPO
UniRef50_A0A2V9MHR1    -          YP_009664521.1       -               0.25   22.5  12.0         3   19.0  12.0   2.2   1   1   0   1   1   1   0 DUF1624 domain-containing protein (Fragment) n=1 Tax=Acidobacteria bacterium TaxID=1978231 RepID=A0A2V9MHR1_9BACT
UniRef50_A0A3C2CA45    -          YP_009664521.1       -               0.25   22.5  28.6      0.25   22.5  28.6   2.5   1   1   1   2   2   2   0 Acyl_transf_3 domain-containing protein n=8 Tax=Chryseobacterium group TaxID=2782232 RepID=A0A3C2CA45_9FLAO
UniRef50_A0A2S6BBE7    -          YP_009664521.1       -               0.26   22.5   5.3      0.27   22.4   5.3   1.0   1   0   0   1   1   1   0 Uncharacterized protein (Fragment) n=1 Tax=Rhizobium sp. KAs_5_22 TaxID=2067668 RepID=A0A2S6BBE7_9HYPH
UniRef50_A0A402BS44    -          YP_009664521.1       -               0.26   22.5  16.0      0.31   22.2  16.0   1.2   1   0   0   1   1   1   0 DUF1624 domain-containing protein n=1 Tax=Sporomusaceae bacterium TaxID=1917525 RepID=A0A402BS44_9FIRM
UniRef50_A0A7C5E3A8    -          YP_009664521.1       -               0.26   22.4   9.5      0.49   21.6   9.5   1.4   1   1   0   1   1   1   0 Rod shape-determining protein RodA n=1 Tax=Candidatus Aminicenantes bacterium TaxID=2052149 RepID=A0A7C5E3A8_9BACT
UniRef50_A0A7X6Z765    -          YP_009664521.1       -               0.27   22.4   5.8      0.33   22.1   5.8   1.1   1   0   0   1   1   1   0 DUF1624 domain-containing protein (Fragment) n=1 Tax=Clostridiaceae bacterium TaxID=1898204 RepID=A0A7X6Z765_9CLOT
UniRef50_A0A437UQ10    -          YP_009664521.1       -               0.27   22.4   0.8      0.27   22.4   0.8   1.9   2   0   0   2   2   1   0 Uncharacterized protein n=4 Tax=Enterococcus TaxID=1350 RepID=A0A437UQ10_ENTAV
UniRef50_A0A0D5NF13    -          YP_009664521.1       -               0.28   22.4  15.1      0.74   21.0  15.1   1.7   1   1   0   1   1   1   0 Alanine racemase n=12 Tax=Paenibacillaceae TaxID=186822 RepID=A0A0D5NF13_9BACL
UniRef50_A0A7C3PEX7    -          YP_009664521.1       -               0.28   22.3  26.4   1.9e+02   13.1  26.4   2.5   1   1   0   1   1   1   0 DUF1624 domain-containing protein n=1 Tax=Oscillatoriales cyanobacterium SpSt-418 TaxID=2282169 RepID=A0A7C3PEX7_9CYAN
UniRef50_A0A0J1FBM2    -          YP_009664521.1       -               0.28   22.3   2.3      0.28   22.3   2.3   2.0   2   0   0   2   2   1   0 DUF1624 domain-containing protein n=1 Tax=Peptococcaceae bacterium CEB3 TaxID=999898 RepID=A0A0J1FBM2_9FIRM
UniRef50_A0A183E7V2    -          YP_009664521.1       -               0.29   22.3   4.3      0.34   22.1   4.3   1.1   1   0   0   1   1   1   0 Uncharacterized protein n=3 Tax=Gongylonema pulchrum TaxID=637853 RepID=A0A183E7V2_9BILA
UniRef50_UPI000A496945 -          YP_009664521.1       -                0.3   22.3   4.5      0.36   22.0   4.5   1.1   1   0   0   1   1   1   0 EpsG family protein n=1 Tax=Lacticaseibacillus pantheris TaxID=171523 RepID=UPI000A496945
UniRef50_A0A1I4BU90    -          YP_009664521.1       -                0.3   22.3   0.7      0.46   21.7   0.5   1.4   1   1   0   1   1   1   0 DUF1624 domain-containing protein n=2 Tax=Nitrosomonas TaxID=914 RepID=A0A1I4BU90_9PROT
UniRef50_A0A373A5G2    -          YP_009664521.1       -                0.3   22.3   0.1      0.32   22.2   0.1   1.1   1   0   0   1   1   1   0 Conjugal transfer protein TraX (Fragment) n=1 Tax=Lachnospiraceae bacterium OF09-6 TaxID=2293831 RepID=A0A373A5G2_9FIRM
UniRef50_A0A133Q9M2    -          YP_009664521.1       -               0.31   22.2   4.4       0.4   21.8   4.4   1.3   1   0   0   1   1   1   0 Uncharacterized protein (Fragment) n=1 Tax=Prevotella corporis TaxID=28128 RepID=A0A133Q9M2_9BACT
UniRef50_A0A386C6Z1    -          YP_009664521.1       -               0.31   22.2   8.6       0.8   20.9   8.6   1.6   1   1   0   1   1   1   0 DUF1624 domain-containing protein (Fragment) n=1 Tax=uncultured bacterium TaxID=77133 RepID=A0A386C6Z1_9BACT
UniRef50_R6XP62        -          YP_009664521.1       -               0.31   22.2  16.5         1   20.5  16.5   2.0   1   1   0   1   1   1   0 DUF1624 domain-containing protein n=1 Tax=Firmicutes bacterium CAG:345 TaxID=1263020 RepID=R6XP62_9FIRM
UniRef50_A0A417NSD6    -          YP_009664521.1       -               0.32   22.2   1.0      0.45   21.7   1.0   1.2   1   0   0   1   1   1   0 Acyltransferase n=1 Tax=Ruminococcus sp. TF06-23 TaxID=2293237 RepID=A0A417NSD6_9FIRM
UniRef50_A0A7W1ZC64    -          YP_009664521.1       -               0.33   22.1  28.2       1.4   20.1  16.0   2.1   2   0   0   2   2   2   0 O-antigen ligase family protein n=1 Tax=Flavobacteriales bacterium TaxID=2021391 RepID=A0A7W1ZC64_9FLAO
UniRef50_A0A095XEE9    -          YP_009664521.1       -               0.33   22.1  14.4      0.33   22.1  14.4   2.0   1   1   1   2   2   1   0 Uncharacterized protein n=4 Tax=Tissierellia TaxID=1737404 RepID=A0A095XEE9_9FIRM
UniRef50_A0A0R1Q6Y6    -          YP_009664521.1       -               0.34   22.1   4.6      0.34   22.1   4.6   3.0   1   1   2   3   3   1   0 Uncharacterized protein n=8 Tax=Lactobacillaceae TaxID=33958 RepID=A0A0R1Q6Y6_9LACO
